UserID,Age,Salary,ExperienceYears,Department,HoursPerWeek,PerformanceScore,Remote,Satisfaction,ProjectsHandled
7481,26,54331,17,Sales,55,6.483682587574427,true,1,4
7975,46,82647,18,Engineering,38,3.744775545256119,true,3,6
8297,45,109858,15,Sales,31,5.857527330062068,false,3,2
8677,44,47950,30,Sales,48,2.507099472414258,false,4,16
8941,59,47197,13,Engineering,46,8.21400788476733,true,3,12
8947,51,127779,23,Engineering,55,0.5741802659675721,true,5,18
9107,44,36389,5,Engineering,44,6.040886877310744,true,2,19
9133,37,65572,14,HR,49,0.8740188095081658,false,5,19
9385,60,119438,16,Engineering,57,1.3508400997230496,true,3,10
9783,54,100917,4,Engineering,58,3.5203912473384547,true,2,18
9854,44,104236,29,Engineering,53,1.068304738387048,false,1,14
180,59,140163,27,Marketing,55,2.1108613632695583,false,2,7
284,40,76182,32,Sales,50,5.023024629684717,true,4,4
656,69,73876,17,Marketing,49,8.58637115736892,false,5,1
741,38,46043,3,Support,41,7.83967926088211,true,3,11
775,25,67909,11,Support,32,7.6996371895078966,false,3,7
901,34,43877,18,Sales,38,5.431246268331652,true,5,14
1016,30,64414,35,HR,57,1.7390441181177474,false,1,19
1352,66,134998,31,Sales,54,0.04065929947664082,false,5,8
1524,24,149200,0,Support,52,2.0601411326638663,true,1,19
1777,64,32015,28,Marketing,32,3.3600063400338853,true,5,5
2249,45,30671,17,Support,41,8.205112577586213,false,2,10
2293,48,68897,20,HR,30,3.928544248202388,true,1,7
2314,55,142616,29,Sales,37,1.4917209811066001,true,2,2
2427,32,91451,37,Marketing,35,9.967995211191779,true,1,13
3035,32,106452,1,HR,44,8.236576887810036,true,3,8
3139,36,89136,14,Sales,41,9.51739524974993,false,1,1
3155,47,91855,23,Support,53,7.7960308494557555,true,2,17
3192,23,34008,10,Engineering,54,6.536031591356867,false,3,14
3310,66,76060,23,HR,40,8.271976984650571,true,2,19
3403,23,144648,16,Support,45,3.2869740381583332,false,1,1
3851,45,140379,34,HR,59,0.38433026419515626,true,5,15
3914,68,112735,22,Sales,42,5.777570165704031,true,3,19
4368,34,144280,37,HR,32,3.5548687546518387,false,1,18
4392,30,84766,3,Marketing,51,7.573614765359695,true,2,11
4478,51,121951,15,HR,36,3.1814783483405753,false,1,13
4842,33,39617,19,Engineering,47,2.3609919000893176,true,2,1
5432,45,114196,2,Engineering,47,3.9686321083073226,true,1,10
6110,56,90635,21,Engineering,41,6.975896768834229,false,5,11
6213,49,92345,16,HR,43,3.6099423520309095,false,3,18
6668,61,84911,31,HR,41,9.325397181235374,false,1,17
6686,34,39854,6,Support,47,7.773250317899,false,4,10
6762,64,134956,29,Marketing,31,1.6935785034090922,true,4,18
6836,28,44263,39,HR,36,7.416627668228305,false,3,17
6897,21,99284,19,Support,50,6.112697845853355,false,4,10
6988,61,59583,1,Marketing,57,2.45660900255721,false,3,3
7061,20,143365,11,Sales,47,9.331030606290469,false,5,16
7129,65,72311,33,HR,56,6.344226176560901,true,4,19
7424,24,91455,36,Sales,47,6.105511309476773,false,1,13
7432,68,46488,17,Marketing,31,5.969713619213902,true,2,12
7808,31,63069,33,Support,48,5.001601020831311,false,2,19
7821,24,55370,4,Marketing,38,7.732524344643046,false,3,4
8519,66,116219,27,Sales,41,6.439835506718342,false,2,17
8791,38,144012,11,Marketing,36,0.26949910868230287,true,2,16
8794,21,119976,12,HR,57,4.6172591541135075,true,2,7
8931,56,57617,7,Sales,54,2.671025994090208,false,1,8
8954,26,140285,4,HR,57,2.042655042113204,true,2,5
9038,19,117144,17,Marketing,44,5.254084981163354,true,1,3
9047,25,64579,39,Sales,50,9.836001441128031,false,2,16
9311,66,60632,19,Sales,42,4.183708382190181,false,4,18
9424,26,105207,18,Marketing,58,4.5490800592878236,false,1,3
9832,62,53453,29,HR,57,2.1498677490568516,false,3,17
9863,26,66679,7,Support,35,0.19195062564070997,false,3,4
9966,20,96008,11,HR,30,2.3984777244844713,false,5,13
89,38,137634,0,HR,32,2.4014025862150126,true,4,9
185,61,137197,28,HR,35,8.241967365547197,true,3,4
290,33,132630,12,Engineering,33,7.460480868905556,true,1,17
692,54,96201,21,Marketing,30,7.389262296454191,true,1,11
1037,58,141624,6,HR,46,6.169915206722427,true,2,6
1202,69,85897,13,Support,57,6.14475653777776,false,1,1
1359,68,82300,20,HR,33,5.176142907579415,true,2,17
1402,46,86565,33,Support,40,0.859440267284296,true,4,5
1417,51,117310,22,Support,59,3.855924967768577,false,5,4
1731,60,37436,14,Support,58,7.441304363686443,false,4,8
1807,65,84544,0,Support,49,2.745570793168277,true,1,3
1926,46,146378,26,Engineering,43,4.46038544973299,false,5,12
2434,23,85401,32,Marketing,32,3.2248040606004635,false,2,9
2860,52,44780,24,Engineering,39,7.822007471060899,true,5,15
3182,22,128748,12,Marketing,47,7.525281003776161,true,5,13
3393,25,131387,6,Support,31,6.612417110955047,false,3,11
3502,28,108250,22,Marketing,43,3.517080970739177,false,5,14
3767,40,35492,7,Support,56,5.257603573610703,true,4,15
3837,38,103596,14,HR,56,8.676780129366698,true,4,2
4365,45,71366,16,Sales,35,1.1406037768283084,false,4,12
4414,51,51300,38,Sales,38,3.348243385654831,true,5,3
4456,66,116818,14,Engineering,42,5.716295972101096,true,4,2
5001,18,38711,28,Engineering,35,1.2117245922759368,true,5,15
5062,65,66572,18,HR,37,6.168778617529157,true,5,11
5122,55,53246,18,Marketing,39,9.975150009169692,false,1,12
5308,63,44849,27,Engineering,44,9.341531841565825,false,4,2
5331,62,34395,6,HR,44,3.0717069716350274,false,2,16
5388,53,120945,33,Sales,52,5.013166180935685,false,1,18
5578,18,128204,35,HR,36,6.796276966919963,true,4,8
5681,32,30528,0,Marketing,59,3.871640582061018,false,2,9
5721,22,43733,21,Sales,59,4.279069793830631,false,4,15
5775,56,84933,5,Support,42,0.9166641568531397,false,5,3
5998,44,38520,1,Sales,59,5.796295053008922,false,1,3
6234,48,102358,11,Support,53,3.2326471828028325,true,4,13
6328,47,86313,5,Engineering,49,8.481442472969409,false,2,3
6565,57,39984,17,Sales,44,1.8620059912624232,true,5,6
6748,26,41025,19,Support,41,8.782388321589373,true,5,12
7058,40,70108,5,Support,43,9.223817013865649,true,5,1
7225,41,95563,16,HR,30,9.378065554147284,true,4,6
7664,59,68289,31,Sales,35,4.569530437100669,false,2,12
7931,54,65985,15,Sales,33,1.7048974574656772,true,4,16
7989,24,83013,38,Support,41,9.47113217656441,true,5,10
8067,20,108766,39,Support,31,1.8865699717919049,false,1,13
8421,43,56465,25,HR,35,1.6578425048881973,true,1,17
9130,56,88565,33,Engineering,46,8.033156490423751,false,2,2
9447,50,48383,29,Sales,31,4.79970151939664,true,2,19
9580,58,117073,13,Support,49,7.805763109689263,false,2,18
9604,35,90301,8,Marketing,47,0.9554563986446474,true,5,18
9786,42,147862,7,Engineering,31,8.276223067664464,true,1,11
329,35,45629,11,Marketing,34,0.510562844564254,true,4,10
350,39,33650,17,Marketing,45,4.176530987650784,false,2,15
409,40,38593,1,Engineering,54,7.354706998344243,false,3,10
421,56,80493,26,Support,56,5.625800919009926,true,3,16
542,36,39964,38,HR,43,7.701487637137433,false,2,5
628,47,99586,8,Support,59,3.104102649883461,false,1,3
778,45,123848,9,Sales,58,8.35366182365582,false,2,12
1043,62,34677,29,Marketing,54,1.4254551914483882,false,2,1
1057,41,72531,15,Sales,55,5.906355657946374,false,4,9
1068,19,67289,1,Sales,33,2.9082172936852233,false,5,3
1972,22,141565,16,Engineering,43,6.993220234306598,false,2,18
2118,35,119493,1,HR,57,3.5020304027960814,false,5,9
2433,40,76728,18,HR,37,0.3145775180772026,true,2,10
2733,53,146519,32,Marketing,48,3.3380629673476605,false,2,3
2864,46,63359,19,HR,46,5.049234168136501,true,4,13
3013,24,84796,18,Engineering,49,6.396830656663343,false,4,9
3073,27,53772,25,Engineering,51,9.701071595266532,false,4,17
3185,67,104191,37,HR,53,0.8922501605423361,false,3,14
3734,56,54561,18,HR,34,9.720520089389979,true,3,6
3779,54,91606,29,Marketing,37,5.762213840517733,true,2,17
4018,69,127274,11,Engineering,52,5.735163277768453,true,3,11
4024,50,84708,23,Sales,33,8.765001370386457,false,3,12
4050,34,81801,19,Sales,30,2.4876316094112982,true,5,12
4115,63,124799,36,Marketing,54,9.787333844257963,true,2,6
4145,64,64269,23,Marketing,50,7.8218316024692145,false,5,3
4722,53,103150,38,Engineering,30,4.996709119614841,true,5,6
4940,43,140205,15,Sales,30,5.177351244593375,true,1,11
5149,38,47883,2,Engineering,54,3.070488843568324,false,2,10
5197,40,31885,17,Marketing,59,6.03870954621713,false,2,15
5261,41,42204,3,HR,57,1.5717802690573723,true,3,18
5560,28,146770,19,Support,31,6.859372952225526,true,4,10
5624,37,115239,33,Sales,47,0.38567306123117984,true,1,18
5632,69,46740,26,Sales,37,5.177548469597263,true,4,15
5691,57,110792,34,Sales,36,7.495742030972506,true,1,7
6205,57,59541,10,Support,34,9.238071517671006,false,4,5
6370,23,88235,22,HR,40,5.837199881700799,true,4,16
6381,19,72903,38,Engineering,34,5.4199598916335665,false,1,4
6484,26,68622,24,Sales,39,2.2068341824337123,false,4,7
6527,45,123878,25,Support,48,3.5946663214071184,true,2,3
6603,44,52007,22,Support,58,4.997575877232885,false,4,2
6826,33,44892,36,Support,57,7.298151651055278,false,2,7
7168,29,139367,16,Engineering,35,2.244002666931909,false,2,9
7230,59,85842,15,Support,50,5.279550298088507,true,1,10
7366,53,105955,1,Engineering,45,4.722746047349055,true,3,4
7537,53,33515,2,Support,49,8.017393327954576,true,2,10
7539,32,136073,10,HR,35,6.119884270117714,false,5,14
7557,31,137288,38,Support,59,3.8953904731815547,true,5,5
7964,63,39675,16,Marketing,30,9.555665751697674,true,3,16
8091,55,64297,29,Sales,54,5.43845473578048,false,3,16
8137,46,91050,22,Engineering,43,2.180277068948584,true,5,6
8340,22,129252,9,HR,35,6.654587742674933,false,5,11
8439,64,73722,27,Sales,44,8.232999077257439,false,1,7
8543,66,108930,37,Marketing,50,6.098966887464981,true,5,19
8690,35,140276,36,Marketing,34,8.217678998449596,true,4,17
8712,39,67403,22,HR,54,7.91768814469655,false,3,10
8759,54,76840,6,Support,52,3.8551763894204747,false,1,5
9120,23,109865,35,Engineering,39,6.3641286157739945,false,2,3
9328,55,86967,26,Marketing,35,1.4235470652501359,false,4,18
9679,22,145370,6,Marketing,51,8.655400673354157,true,5,12
9975,46,111998,27,Sales,50,9.638081403495336,false,4,13
446,49,98921,19,Sales,33,5.6948519706121745,false,1,4
871,65,64077,17,Sales,32,4.4321080053988124,false,5,16
1001,52,36849,1,HR,42,1.440474071526766,false,5,14
1187,68,126433,6,Engineering,50,3.4995417371557416,true,2,3
1275,22,137850,19,Support,42,1.4170452078375384,true,4,5
1478,68,130434,26,Engineering,38,4.806444497573371,true,4,12
1491,21,138162,29,Marketing,52,6.114980619902031,false,5,15
1499,23,32810,14,Support,57,2.7998806442131174,true,4,5
1516,44,96188,26,Support,40,2.9549534463832217,true,4,2
1521,51,45659,25,Engineering,42,5.781108605426755,false,4,14
1672,42,116268,31,Engineering,57,6.510881773783387,true,1,7
2069,50,133627,34,Marketing,33,5.2801730908127675,false,5,6
2242,22,72321,34,Marketing,36,2.9707886376164794,false,3,4
2513,25,71340,8,Engineering,31,7.495361853520553,false,3,12
2758,49,54154,21,HR,49,8.923543709401347,true,3,7
2762,31,148211,30,Sales,53,1.7533542748427444,true,2,11
3132,21,78591,4,Engineering,30,6.254053570139048,false,4,18
3241,31,113609,22,Engineering,50,3.918178943132081,false,5,5
3416,50,99050,28,Support,36,0.26364636353801707,true,5,13
3594,69,64017,9,Sales,41,3.041746965444232,true,1,13
3844,55,95129,12,HR,53,6.785288518759856,false,1,3
3956,68,30591,2,Support,40,7.848799124851363,false,4,5
5491,27,74653,4,Support,43,3.5496499590963335,true,2,19
5522,52,40956,33,Support,45,2.86127691674905,true,5,9
5725,63,113360,38,Sales,56,6.778608543277392,false,1,12
5889,69,90727,15,Support,45,8.296198274694436,true,1,10
6376,59,78351,37,Marketing,51,3.0858738034175515,true,1,3
6486,48,57892,24,Sales,39,9.146841653955214,true,4,3
7151,36,118954,16,HR,57,2.426814634730997,false,3,19
7344,35,73168,15,Support,44,0.062116465617033656,false,2,12
7564,42,110541,9,Marketing,53,2.00607312892516,false,5,9
7654,32,123012,34,HR,53,9.98538481186297,true,1,10
7951,50,130085,32,Support,56,9.865573049877323,true,2,6
8019,19,106068,34,Engineering,44,6.8862284325091,false,1,14
8232,30,43117,27,Marketing,32,5.114852702702837,false,2,3
8431,40,105396,25,Marketing,56,7.963499162127846,false,4,3
8473,37,141119,37,Sales,53,1.254602083662052,false,4,4
8956,68,115971,3,Marketing,51,9.798840619967645,false,2,7
9009,23,70225,36,Sales,58,3.6606942199879366,true,3,5
126,29,124977,8,Support,39,9.90192093933863,true,3,8
709,36,96055,22,Engineering,45,5.4229104774718255,false,5,12
921,64,30055,34,Sales,45,1.3780638260044231,true,1,2
931,42,112227,15,HR,34,8.886237830710863,false,4,11
1056,48,64457,17,Engineering,45,9.93110531822783,true,1,9
1274,21,55025,21,Sales,45,8.868796784711304,false,5,4
1357,47,125954,1,Support,49,7.575287750271029,false,2,2
1455,40,107116,36,Marketing,53,7.1600462797977835,true,4,10
2802,57,77655,4,Sales,53,3.9584110545795923,false,1,8
2984,42,72845,14,Engineering,39,3.8376029455376637,true,3,3
3014,40,74706,29,Support,36,9.10744294761265,false,5,18
3146,29,102108,39,Support,54,0.7853855535019139,true,5,8
3233,61,140724,39,HR,40,8.599008903831615,false,5,6
3269,37,81667,6,HR,52,1.5255636586964505,false,1,5
3480,47,43273,15,Engineering,46,9.56216958460528,true,1,19
3583,36,57746,35,Engineering,59,9.371574856798816,false,2,11
3592,26,99812,8,HR,39,3.848860423368796,true,1,17
3764,47,121782,11,Sales,44,5.082533844214363,false,1,12
4530,23,76622,30,Marketing,40,3.437283020533309,true,2,7
4575,19,88715,16,HR,45,0.9837791361924264,false,5,19
4637,58,138287,35,Sales,42,8.980038903055506,false,2,16
4770,68,89405,39,HR,33,4.5733488667867706,false,2,1
4903,37,63758,0,Marketing,30,4.850781000463141,false,1,4
5195,64,76105,23,Marketing,38,6.824288961140917,false,1,11
5300,36,77003,36,Sales,36,9.917886474413313,true,3,6
5572,58,93291,31,Support,41,7.585330702429686,true,3,11
5596,65,86782,23,Engineering,50,2.691750577372196,false,1,19
5646,68,119342,26,Sales,33,8.499092937366202,false,5,19
5832,30,84921,35,Sales,48,3.7039284830887356,true,2,9
6036,37,64980,37,Support,56,7.530298479498977,true,3,13
6117,56,121221,4,HR,59,0.3353440208362912,true,2,7
6179,23,130537,5,HR,53,7.150349857665893,false,5,5
6211,18,85956,39,Engineering,50,1.8543951940933956,false,3,2
6325,64,127204,18,Marketing,56,0.3519246532600062,true,4,14
6343,31,62210,11,HR,54,7.741182896318359,false,5,16
6424,36,46101,35,HR,52,5.9249227979990575,false,5,8
7038,32,102867,4,HR,54,0.5537265528177548,true,2,13
7112,64,146680,36,Marketing,44,6.349055375835571,true,1,2
7160,58,41167,26,Sales,44,3.795020216130519,true,4,18
7283,66,37970,8,HR,46,2.0605895665382845,false,5,12
7757,32,135783,13,Sales,49,1.021118184798706,false,4,15
7977,45,66025,38,Sales,39,1.6951799339534157,false,5,9
8029,37,33549,0,Engineering,32,1.9759419649401477,true,3,8
8830,64,33692,24,HR,30,1.4600202408307372,false,5,2
8880,62,48782,35,Marketing,32,3.5773479192523316,true,2,12
9370,19,57426,10,Support,52,4.051418858955755,true,3,13
9477,67,34861,36,Sales,52,0.8615435272913508,true,3,5
9485,65,54009,15,Support,59,1.379405366243469,true,4,15
9811,65,107173,36,Engineering,59,9.91502833649966,false,3,15
320,37,41539,36,HR,48,2.7786716860223626,false,3,18
1066,48,142743,25,Marketing,45,1.7290399106947274,true,4,4
1110,67,124049,29,Sales,52,2.3502437595087766,false,4,5
1114,27,140363,39,HR,31,4.135397444005161,true,3,2
1567,43,149304,7,HR,42,2.1349546941285658,false,3,10
1696,46,98775,36,Sales,41,3.2848220519607474,true,1,17
1732,23,116713,24,HR,32,7.768067803242971,false,4,11
1745,46,75565,12,Support,58,9.299900242979815,false,1,5
1796,32,102914,31,Engineering,51,1.7850254727202453,true,5,4
1818,67,126578,6,HR,56,7.524763922123317,true,3,11
1938,63,44080,15,Marketing,44,3.3105169358743955,false,3,7
2054,39,34512,20,HR,56,7.918763562297645,false,5,10
2295,60,81616,2,Support,50,9.047747414997827,true,5,17
2479,47,132488,14,HR,48,8.665257989815098,false,5,19
2745,42,77850,28,Support,40,4.6267679051281965,false,5,13
2801,56,122609,34,Support,59,1.8565526326843074,false,2,13
2893,40,50169,7,HR,36,0.3476627544523847,true,4,17
3077,44,122152,36,Support,50,4.2135620965357585,false,2,16
3366,20,59550,31,Sales,34,6.48840004444734,true,5,10
3437,62,116862,39,Marketing,55,3.36302932375654,false,2,9
3463,67,124415,22,Support,40,1.4608173343982234,true,1,13
3505,44,35741,36,HR,39,8.232937322133719,true,3,18
3784,37,125464,10,Support,57,5.88495979207445,true,2,5
3805,56,53457,7,Support,44,0.4444039719428028,true,4,6
3847,51,76638,21,HR,40,0.6306911263326953,false,5,4
3949,40,55146,16,Support,45,3.32040070662299,false,4,4
4000,38,92744,14,Sales,37,4.84133012413741,false,1,10
4021,53,120415,17,Sales,56,5.112070406423705,false,1,12
4247,46,141052,0,HR,50,8.17108112676771,false,5,15
4845,42,136153,1,Sales,59,3.8240885848677832,true,5,16
5069,63,107088,3,Sales,54,5.411565249338254,true,2,5
5217,27,103277,4,Marketing,41,0.6743166088575581,false,4,3
5460,38,108592,37,Support,45,5.004025325576704,false,4,14
5707,39,38463,24,Sales,38,8.24665900517614,true,5,9
5710,35,91009,12,HR,48,0.785357042724687,false,5,3
5840,34,38888,28,Sales,42,4.838849106970561,true,1,4
6247,61,108672,6,Sales,50,4.833893276056237,true,1,4
6263,62,85268,16,Sales,45,5.602832456324254,true,2,19
6331,51,62250,15,Sales,53,0.827226711545771,false,4,14
6629,62,140002,9,Engineering,57,6.7122191378332925,false,2,4
6760,45,146072,0,Sales,47,7.924670005431112,false,3,17
6927,56,136128,20,Support,50,5.653058875837324,false,2,8
6956,41,51832,31,Marketing,55,3.764393367977025,true,2,6
7357,65,113969,6,Engineering,49,9.892258416772483,false,1,2
7398,45,99786,14,Engineering,45,8.294552793163437,true,4,6
7426,36,104796,35,Sales,30,6.489807271981858,false,3,15
7724,20,141653,12,HR,49,5.644676605002016,false,4,9
7785,62,71150,19,Engineering,50,9.281573024118416,true,3,5
8037,31,119100,39,Sales,45,3.337044735597466,false,4,1
8063,24,69181,36,Marketing,57,9.29947110545343,false,2,8
8288,69,125638,19,Marketing,51,3.7133847634478823,false,1,9
8300,32,130364,34,Sales,32,7.835810999895846,false,2,5
8335,65,59236,9,Support,35,6.772581743159332,true,2,3
8901,67,119515,38,HR,52,8.92241359672752,true,3,7
9062,26,135155,33,HR,53,6.237587430371217,true,4,15
9146,41,79581,14,Support,56,7.103879989153981,true,4,12
9169,18,45582,1,Marketing,32,0.8819719211559018,false,2,15
9506,31,136664,23,HR,42,0.20576741010266741,false,3,5
5774,33,133275,25,Support,40,9.880894041075571,false,2,13
6700,42,129430,33,HR,51,3.0687984046231076,true,1,8
8736,27,131140,9,Engineering,53,9.136757730943517,false,3,5
304,52,38536,14,HR,40,5.757010270461355,false,2,9
530,53,73310,34,Support,35,4.3970803946710735,false,1,9
722,37,139101,37,HR,32,4.599596194931458,false,2,18
861,51,147972,31,HR,37,4.166402857053204,false,4,2
956,66,38837,33,Marketing,37,2.3978192864162393,true,4,13
1146,39,107186,22,Engineering,35,4.907994627537685,true,4,12
1278,59,44274,16,Support,48,2.818596077785269,true,2,14
1433,35,42213,0,HR,55,9.959311658980422,true,4,16
1645,69,109198,29,HR,49,5.114676943461058,true,1,13
1681,52,131838,10,Engineering,55,3.6875417078090598,false,3,18
1717,54,69749,34,HR,43,9.966792508817935,false,2,6
1892,49,46105,25,Engineering,45,1.4224243309572138,false,4,3
1939,51,110618,27,HR,36,0.577107338895112,true,2,12
2000,20,144234,2,HR,51,3.985956706680205,true,4,13
2455,36,93690,6,Engineering,45,0.8360150073597061,true,4,18
2579,63,91394,36,Support,32,1.1808377436866035,false,2,19
2666,69,136359,33,Engineering,42,3.6056616341313577,true,4,16
2898,49,118738,24,Engineering,58,2.940951237260536,false,1,9
3290,68,99506,7,Support,58,6.48215797878694,false,2,13
3356,45,142105,11,HR,40,7.814596461052607,true,3,19
3627,54,87014,13,HR,45,4.083973274063898,false,3,5
3663,21,51381,29,HR,56,1.2886911376252175,false,3,12
3724,41,98447,8,Sales,31,0.627158975101374,true,5,14
3747,29,120596,25,Marketing,52,7.054777449007476,true,5,16
4231,21,34746,1,HR,56,4.516353976642959,false,1,18
4349,42,143259,33,Marketing,39,1.2955096104324026,true,2,19
4436,43,95169,8,Sales,34,3.99561263228985,true,5,6
4549,64,147202,9,Marketing,46,2.8740673141873785,false,4,17
4697,40,109082,14,Marketing,34,7.929333636308883,false,5,5
5238,50,98602,2,Support,48,1.4234706896232396,false,4,15
5728,61,94796,8,Engineering,54,9.326799923688078,true,2,12
5800,47,34263,10,HR,49,6.942330820173632,false,1,10
5807,39,93769,31,HR,34,6.550109940832629,false,5,5
6447,51,87287,20,Engineering,41,7.0065108468974575,false,5,18
6776,60,146367,18,Engineering,41,0.18241608245331387,false,4,14
6894,51,146750,1,Sales,42,5.023309509295303,true,5,18
6972,26,139687,29,Sales,35,2.9817398643439095,false,4,4
7131,47,50886,0,Sales,59,7.245921998612862,true,4,16
7134,22,127427,3,Sales,43,4.150465607685875,true,2,14
7259,23,47868,5,Engineering,36,3.3326897628669494,false,4,3
7303,61,112516,13,Sales,50,2.7188179494902376,true,4,6
7696,64,46040,32,Engineering,32,7.080245012709368,true,1,1
7703,39,32291,31,Engineering,42,2.3932510160115026,false,3,6
7888,41,97136,2,HR,41,0.26445601848432365,true,3,13
7905,34,82253,16,Support,42,2.753253038807486,true,5,5
8002,47,80807,19,Marketing,32,8.375764311861554,true,3,8
8192,43,105093,10,Support,54,4.092120495723496,false,1,18
