UserID,Age,Salary,ExperienceYears,Department,HoursPerWeek,PerformanceScore,Remote,Satisfaction,ProjectsHandled
37,64,63760,25,HR,47,3.3587185428619257,True,4,13
38,68,68192,19,Engineering,32,2.1185130089972715,True,1,10
39,61,34381,8,Engineering,47,0.2721427771589202,True,3,16
40,69,126583,22,Engineering,55,9.706017582814578,True,2,10
41,20,49558,38,Marketing,36,4.672893839477671,True,1,10
42,54,60782,28,HR,57,1.6175787302793965,True,3,12
43,68,34782,30,Sales,46,7.578111595507295,False,4,1
44,24,121417,18,Sales,54,8.876511280462966,False,3,18
45,38,84712,19,Sales,47,5.279679925988612,True,4,11
46,26,135764,22,HR,49,0.2835945878454216,False,4,7
47,56,124945,26,Support,37,3.651429614012456,True,1,14
48,35,49462,29,HR,40,2.4310163563176035,True,5,8
49,21,90030,20,Engineering,32,6.363974698559645,True,5,4
50,42,98519,34,Support,54,5.188578017517028,False,1,3
51,31,86411,6,Engineering,36,3.557368437326703,True,2,10
52,67,85206,21,Engineering,44,6.485051380715374,False,4,9
53,26,127469,9,HR,39,5.844292820984014,True,2,15
54,43,76950,22,Sales,41,9.06490124460262,False,4,8
55,19,32523,14,Support,41,5.968029522800831,True,4,13
56,37,90926,29,Marketing,48,5.077118847116317,False,5,7
57,45,39677,33,Sales,48,8.236700841540623,True,5,13
58,64,105828,12,Marketing,44,2.0241966926064325,False,4,6
59,24,45089,3,HR,50,2.4356461783906234,False,5,10
60,61,34581,17,Support,50,7.835731351079906,False,5,19
61,25,41907,22,HR,55,4.423502270323385,True,3,11
62,64,35609,32,Marketing,34,4.09235862092499,False,3,16
63,52,81153,33,Engineering,57,8.870779544778049,True,4,14
64,31,80539,33,HR,42,6.101090342930682,True,5,9
65,34,74143,35,Support,54,8.029091403998184,False,3,16
66,53,52936,34,HR,38,8.098388706096864,False,2,9
67,67,80182,16,Sales,51,1.2002665831176862,False,4,6
68,57,138261,27,HR,56,6.5370239646970365,False,4,6
69,21,141259,13,Marketing,56,9.525163387060813,True,2,18
70,19,129524,33,HR,52,4.800270896280772,False,4,19
71,23,125042,10,Support,39,7.321824255223351,False,5,17
72,59,43163,12,HR,37,5.667328999445128,True,3,4
73,21,89758,32,HR,38,2.0484597424097153,False,1,19
74,46,76057,1,Support,35,1.9519364571890885,True,3,11
75,35,42537,33,HR,53,4.338331651859725,False,2,11
76,43,52419,28,Support,47,4.829905738094238,False,1,11
77,61,72578,36,Marketing,39,5.031324426464713,False,5,19
78,51,104991,3,Support,53,9.550007575025525,False,5,8
79,27,104599,11,Marketing,44,1.0025454413747648,True,3,16
80,53,30834,25,Marketing,42,3.8052673429782855,False,4,8
81,31,62214,27,Support,40,5.145474351210202,True,4,9
82,48,122934,2,HR,31,9.63112739400902,True,2,12
83,65,130028,19,Sales,37,5.043148170070383,False,4,12
84,32,32413,9,Support,47,7.752757201208941,False,5,2
85,25,39505,17,HR,32,7.4927810804221915,False,1,6
86,31,132802,26,Marketing,52,5.664440494284721,False,3,4
87,40,32105,30,Engineering,56,1.3070310198598334,False,3,13
88,57,98104,26,Sales,54,2.1875870995826032,True,3,4
89,38,137634,0,HR,32,2.4014025862150126,True,4,9
90,33,144897,5,Sales,50,0.38659647655133855,False,1,7
91,62,88408,10,Engineering,54,3.7921800985779077,False,4,6
92,35,67679,33,Engineering,36,6.105137223762348,True,4,18
93,64,146908,38,Engineering,59,1.4426629873897912,True,5,15
94,41,144921,19,Support,47,1.7503600979866274,False,5,16
95,43,129096,20,Sales,50,7.0698632840264155,True,4,1
96,42,109731,20,Support,50,1.6925338881256369,False,2,10
97,62,142205,17,Engineering,38,1.3533557761895654,True,2,4
98,58,95131,20,HR,47,9.77841886456428,False,2,4
99,46,94280,18,Engineering,30,0.14735280743527923,False,4,18
100,32,45762,3,Support,33,3.254081693543628,False,1,13
101,62,147798,12,Engineering,33,0.3493666139064211,True,2,1
102,18,146854,17,Engineering,46,8.380481935945857,True,5,10
103,42,136830,28,Support,55,5.835357142675709,True,3,1
104,24,88703,24,Support,52,0.47951852893822644,True,3,2
105,26,111434,12,HR,31,6.1536215402720025,False,4,9
106,41,93079,26,Support,56,1.2309639263328676,False,3,1
107,18,51577,18,HR,44,4.957326077220559,True,4,15
108,61,31214,0,Marketing,42,6.694129145425122,True,3,15
109,25,116339,37,Marketing,38,1.48507032834031,False,1,2
110,41,78114,18,Support,36,4.970504077459692,False,1,12
111,28,119234,0,Engineering,58,4.5741092907704495,True,1,18
112,68,93230,39,Sales,58,9.157504769232789,True,1,10
113,34,62980,16,Engineering,41,9.957013945753053,True,2,13
114,25,97194,20,Support,41,6.544744466317358,False,5,9
115,52,107806,21,HR,43,8.548591556204268,False,1,3
116,52,142333,14,Engineering,52,6.468819574369336,False,2,8
117,50,67792,38,Marketing,44,8.762862554309867,False,4,14
118,22,75807,38,Support,30,4.332720518982978,True,3,16
119,59,52301,31,Engineering,59,6.079898578336359,False,3,6
120,56,35141,3,Engineering,38,8.451695231534469,True,2,9
121,58,146482,31,HR,55,9.180857202209175,False,3,4
122,45,134292,3,HR,45,0.24682733317183292,True,1,19
123,24,43777,0,HR,38,1.0395269228754456,True,3,15
124,26,68346,32,Sales,45,9.311720613381269,False,1,11
125,25,84703,6,Support,31,5.685087697345313,True,1,10
126,29,124977,8,Support,39,9.90192093933863,True,3,8
127,51,77819,0,Marketing,54,7.926330427168871,False,2,3
128,50,58469,15,Marketing,47,8.181401837431444,True,4,19
129,65,33845,17,Support,42,3.861225076510072,False,2,4
130,40,140186,5,Engineering,31,2.5754138783499902,False,5,13
131,41,53290,1,Support,58,5.982591739818802,False,5,9
132,54,142551,8,Sales,58,8.790320986349991,True,1,13
133,52,60699,3,Marketing,42,7.25698508708314,True,1,9
134,61,74252,22,Marketing,53,4.72175140173945,False,2,19
135,57,128682,7,Marketing,32,7.532004760410383,False,2,16
136,39,33293,38,Support,59,6.903976232075948,True,1,18
137,44,148017,24,Marketing,44,9.130514249049291,False,4,19
138,52,149496,15,Marketing,32,2.6355722313150345,False,4,17
139,18,139934,34,Support,52,1.193114592570097,False,5,12
140,52,87089,16,Engineering,39,4.700511629722638,True,4,11
141,54,141964,17,Marketing,35,3.6108081086215114,True,3,17
142,64,46608,26,Marketing,52,9.748611470669783,True,1,6
143,31,96273,14,Marketing,51,0.07504187666253603,False,2,15
144,20,46619,16,Sales,43,9.333830619797961,False,1,2
145,18,108006,4,Support,38,9.55079222499964,False,3,14
146,22,145399,15,Marketing,47,0.5095837676845605,False,4,3
147,43,117908,14,Sales,37,8.89569851145667,True,1,12
148,31,111653,33,Engineering,56,4.707788396314428,True,3,6
149,56,44779,18,Engineering,35,7.6615073645386635,False,4,5
150,44,81040,7,Sales,44,0.7925553113494743,True,5,7
151,26,124830,9,Engineering,43,9.552055941180805,False,5,6
152,32,86325,4,HR,44,6.075484750540642,False,5,19
153,32,145947,25,Engineering,49,8.986943033195438,True,3,14
154,43,51630,21,HR,35,6.7296309420994715,True,3,18
155,59,135575,22,Sales,51,5.368102940564082,False,2,14
156,30,145436,12,HR,41,1.724956843264327,False,2,8
157,68,42178,8,Engineering,39,1.7795413020880047,True,5,14
158,49,49935,19,Marketing,48,4.725702919530292,True,1,19
159,56,77258,27,HR,37,8.704422156413772,True,4,3
160,66,52784,36,Engineering,34,1.1521867788185625,False,2,15
161,69,93722,23,Marketing,56,9.983851496257438,True,4,16
162,49,53027,32,Sales,39,8.759122565014994,True,1,15
163,21,126544,19,Sales,40,3.9255877066465352,True,5,14
164,47,87853,29,Support,49,2.5311833075776513,False,4,15
165,54,142167,8,Sales,43,9.219960951656542,True,5,7
166,40,97359,16,Support,43,1.232116192366357,True,4,5
167,56,102388,35,Sales,58,3.4728993541916453,True,1,9
168,62,108608,13,Sales,31,0.8391234849399365,True,2,16
169,32,106669,18,Sales,59,9.534622797312103,False,3,2
170,60,45111,6,Support,55,6.176229486753874,True,5,7
171,46,62312,2,Support,46,3.3617964467343873,False,2,12
172,53,54161,32,HR,44,2.754831653703942,True,4,16
173,30,148920,31,Engineering,58,4.440942935430248,True,2,4
174,49,134823,10,Engineering,52,0.9137847700727086,True,3,2
175,24,97313,1,Engineering,55,8.893489302320821,True,5,17
176,68,80374,25,Sales,56,5.109403769507271,True,5,17
177,39,54014,3,Engineering,32,7.250981246833042,True,2,3
178,45,110308,16,Support,32,2.3374584169443215,False,1,16
179,19,76389,16,HR,32,5.037492608766879,False,4,5
180,59,140163,27,Marketing,55,2.1108613632695583,False,2,7
181,62,48161,29,HR,57,8.160946146205971,False,1,13
182,23,137800,39,Engineering,58,7.752750098410392,False,5,9
183,45,37490,22,Engineering,32,1.4820232419639945,True,4,8
184,45,149547,23,Support,47,0.7450690073606625,True,5,1
185,61,137197,28,HR,35,8.241967365547197,True,3,4
186,61,54502,3,Support,43,1.0964790473926378,True,1,7
187,37,65757,37,Support,55,5.484839806853355,False,3,11
188,47,71111,28,Marketing,32,5.3448729793140695,False,3,8
189,28,128273,18,Support,30,2.02944068132156,True,3,8
190,45,113245,26,Support,39,5.913564658847827,True,1,11
191,42,88645,28,Marketing,42,5.0275520746460325,False,4,7
192,56,140218,35,Sales,58,5.091892223731389,False,5,11
193,50,89055,34,Sales,38,3.596999764246691,True,4,18
194,18,149815,5,Marketing,51,8.384285569251674,False,4,4
195,44,38998,22,Support,51,0.843705628682494,True,4,6
196,69,58906,38,Engineering,55,4.386230478486693,True,5,7
197,30,131026,7,HR,54,2.5981635816451965,False,5,10
198,58,100192,1,Engineering,31,8.484332519621812,False,1,8
199,20,80477,12,Engineering,39,2.2508048405255354,True,2,4
200,56,66901,39,Support,54,7.670248235658001,False,5,9
201,23,121271,20,HR,59,6.115153223922026,False,5,6
202,25,82021,30,HR,41,8.747902553800294,True,2,17
203,44,59092,35,Sales,48,5.93793942921077,True,5,19
204,26,31242,37,Marketing,32,5.5648436640351395,True,4,14
205,54,136843,26,Support,48,8.01129939581513,False,5,1
206,50,31831,35,HR,30,5.624864664982302,True,1,6
207,68,80721,22,Support,55,8.445420589800381,True,5,7
208,59,58511,20,Sales,44,0.4931802980911759,True,2,1
209,61,102782,12,Engineering,52,4.951498536605241,False,4,17
210,41,127003,36,HR,55,8.126915133777429,False,2,17
211,32,48302,25,Sales,42,8.483651469155348,True,5,7
212,49,85568,39,Support,36,8.340553774093673,False,5,14
213,49,33232,6,Sales,31,6.043813196115638,False,1,7
214,41,132062,38,Sales,51,9.939713421401017,True,4,13
215,58,134301,21,Sales,49,1.8138630780568121,False,5,18
216,69,81507,38,Sales,40,1.744575793875347,False,1,7
217,66,106508,22,Sales,52,0.32822674524508266,True,1,2
218,66,143672,29,Sales,45,9.893371762556226,False,2,19
219,69,130128,17,Marketing,43,3.480205075556708,False,4,14
220,29,40683,17,Support,59,7.6205417953877,False,3,1
221,56,53664,9,Engineering,52,0.5971031277547945,False,1,16
222,19,132364,38,Support,44,2.9868810632995646,False,3,7
223,20,63172,29,HR,49,6.238473413949016,True,2,16
224,66,113641,25,HR,48,5.247800960992651,True,1,12
225,54,94340,6,Support,36,2.0774823969588585,False,4,5
226,66,117236,6,Sales,38,4.6159291279217785,True,3,17
227,34,41017,4,Marketing,33,1.08781991871846,True,4,13
228,66,66613,0,Engineering,35,5.427034722495039,True,3,14
229,19,116130,17,Sales,52,0.9694144305507013,True,2,16
230,19,106920,12,Support,39,6.359354575595127,False,1,13
231,45,60348,24,Support,32,1.5535757808021178,False,1,18
232,40,46448,39,Marketing,50,5.470858922679588,False,2,18
233,54,39491,7,Marketing,57,1.291206798232194,True,5,9
234,49,108648,9,Support,59,4.007104336715338,False,3,1
235,50,126557,31,Sales,30,3.5183154478645906,True,3,2
236,18,88759,16,Sales,35,7.5641069983301925,False,5,8
237,36,74553,37,Sales,34,6.411616446142615,False,2,13
238,19,30968,14,Engineering,52,9.370888204029905,True,4,6
239,61,30368,14,Engineering,44,9.219106519518643,False,4,19
240,43,103960,39,Sales,54,7.249960285613629,True,2,19
241,49,65010,19,Support,40,7.705857405897918,False,4,2
242,23,84154,14,Marketing,49,6.249124165770845,True,2,10
243,49,65851,34,HR,54,6.916632307447195,True,3,5
244,21,55496,5,Marketing,42,6.172223686334285,True,3,1
245,28,60936,29,Marketing,35,3.117650313013912,False,5,13
246,34,108858,7,HR,34,3.506895825380376,False,2,12
247,55,97005,30,Sales,31,5.747338279696221,True,4,10
248,41,67493,31,Marketing,46,7.2017692739481625,True,2,3
249,22,99795,14,HR,53,4.061190459657762,True,1,15
250,69,66390,17,Support,41,1.4266780082675456,False,5,5
251,51,40292,12,Support,41,4.594171683526067,True,1,19
252,23,122377,23,Support,51,9.631878205350558,False,5,19
253,39,58365,39,Sales,43,2.140868679173742,False,5,13
254,28,47207,13,Marketing,36,6.49069086960794,False,5,8
255,65,131735,27,Marketing,51,9.82541798163664,True,1,8
256,33,52912,10,Engineering,55,3.7623771946062967,False,5,6
257,50,132455,5,Support,58,8.878836088416026,True,2,9
258,26,132517,24,Sales,43,8.640087171760214,True,2,14
259,23,110771,0,HR,36,3.390449590252036,False,1,5
260,33,86572,24,Sales,38,0.9851732511577393,False,3,16
261,46,137293,1,Marketing,43,1.7853915456678504,True,3,14
262,20,129083,31,Support,50,3.6574917810145546,False,1,10
263,37,143655,12,Engineering,46,9.59134308945273,False,5,17
264,53,139346,32,Sales,46,2.7445014504809704,False,5,16
265,36,49276,31,Engineering,54,9.268647459271657,False,5,17
266,43,127459,23,Marketing,50,1.813646856171145,True,1,16
267,20,35534,26,HR,59,9.698124256912017,False,5,10
268,36,122005,3,Sales,42,2.9360453539799716,False,2,18
269,37,131610,23,Marketing,58,6.330922634412056,False,5,6
270,49,65670,22,Support,56,0.69691224470533,False,1,17
271,24,92147,28,Sales,58,2.9966417118731483,False,5,9
272,69,128099,33,Engineering,47,2.107104063783839,False,2,8
273,58,141695,20,Sales,48,0.03416668683892232,False,1,8
274,50,66486,29,Marketing,46,1.567697877173242,False,3,12
275,57,95557,25,Marketing,35,5.931036498371909,False,1,18
276,56,64268,19,Engineering,41,3.899201732046589,True,4,2
277,35,137338,15,Marketing,35,7.225709813714349,True,3,3
278,57,111335,2,Sales,32,6.710746003070072,False,3,11
279,18,56336,36,Engineering,44,7.992995090079187,False,1,13
280,28,33641,39,Marketing,32,8.670250230326292,True,4,18
281,45,117132,24,Marketing,52,8.198255031236618,True,3,11
282,42,62959,22,Sales,44,4.480608397183847,False,5,14
283,67,43306,0,Marketing,30,3.0872773036550774,True,4,4
284,40,76182,32,Sales,50,5.023024629684717,True,4,4
285,48,104123,14,Support,58,5.35128506638042,True,1,10
286,47,86326,16,Sales,32,3.13174516941889,True,1,2
287,59,126895,33,HR,34,5.400065451397683,True,1,18
288,52,51498,16,Marketing,56,1.0577965216463159,True,4,11
289,24,100198,3,Support,43,2.31041795015288,True,2,5
290,33,132630,12,Engineering,33,7.460480868905556,True,1,17
291,43,137369,3,HR,51,1.8283222832374002,False,2,2
292,65,57197,6,Engineering,57,1.3903784824340015,True,3,3
293,69,50719,8,HR,38,2.873431913207635,False,5,7
294,66,120201,22,Support,47,3.7104911676125307,True,5,2
295,19,138775,32,Support,39,3.285486844482154,False,2,2
296,18,55032,32,Support,37,3.7460538486440473,False,4,8
297,65,89624,19,HR,59,1.3991234289760834,False,5,16
298,29,108177,3,Sales,42,1.6539515797428694,False,2,3
299,22,71964,0,Engineering,31,2.358349795975745,True,1,6
300,54,60028,33,Sales,49,4.019920174533124,False,2,19
301,49,141030,26,Sales,54,3.3589910161843664,True,3,13
302,26,84646,20,Marketing,49,7.913349314266095,False,2,4
303,58,111187,23,Engineering,36,5.25517913263076,True,1,17
304,52,38536,14,HR,40,5.757010270461355,False,2,9
305,36,147399,34,Marketing,34,5.6059293440390014,True,1,3
306,65,86747,24,Marketing,58,3.9877505856229654,True,1,1
307,33,75712,8,Support,47,9.804832987864335,False,3,1
308,20,36273,16,HR,37,0.3732877714549432,True,3,17
309,37,101820,20,Sales,56,2.1583777810977756,True,5,13
310,41,121228,12,Sales,55,2.846546986550732,False,1,5
311,50,104353,2,Sales,39,8.812980666715099,True,1,19
312,41,124491,3,Support,31,9.188691358041549,False,1,10
313,69,122091,3,Sales,32,8.461038198143962,False,5,9
314,28,115914,27,Engineering,55,4.169509810736891,True,4,6
315,66,80830,6,Sales,52,9.14623889740177,False,3,17
316,25,136718,25,Sales,34,0.9850809622189383,False,3,7
317,53,47127,10,Engineering,45,6.52434700282305,True,1,16
318,55,145150,23,Support,39,9.372237775815247,True,5,19
319,57,113488,9,Marketing,40,7.548998400721015,True,1,5
320,37,41539,36,HR,48,2.7786716860223626,False,3,18
321,52,76761,12,Support,45,7.175058177679842,False,5,7
322,65,76219,38,Sales,41,2.947633695626637,True,2,5
323,42,44692,18,Marketing,31,1.1158211421007203,True,3,8
324,52,113656,18,HR,40,7.172215338337589,True,2,9
325,42,43334,11,HR,51,1.7922664371394659,True,4,4
326,46,58615,21,HR,55,1.1106493881569146,True,2,3
327,35,37903,36,Engineering,30,5.51760054648486,True,5,12
328,63,58527,29,Engineering,53,6.20625258930853,True,2,9
329,35,45629,11,Marketing,34,0.510562844564254,True,4,10
330,19,88008,28,Sales,50,0.04468887999136695,True,3,11
331,52,113276,20,Marketing,43,8.820703303931518,True,4,16
332,33,129318,10,Sales,47,1.1525256096304293,False,5,11
333,58,56708,36,Support,36,5.838980527996553,False,2,8
334,53,40860,17,HR,34,9.535462474208913,False,2,14
335,50,47438,26,HR,37,5.119101159104201,True,5,2
336,21,97300,36,Engineering,50,1.3979800917771035,True,1,4
337,50,101545,11,Support,44,3.9348450322211495,False,5,15
338,31,50842,22,Support,54,6.240421478444827,False,5,18
339,38,90213,33,Sales,34,7.628396370692055,False,4,11
340,65,72372,37,Support,42,6.069379945705304,True,4,19
341,37,144316,22,Engineering,48,0.3431573450169789,True,5,18
342,25,128971,24,Sales,58,1.431028652649431,False,3,9
343,24,98906,3,Marketing,31,3.7180168879499353,True,2,5
344,20,68744,29,Sales,34,7.057136853259788,False,5,10
345,34,146082,29,Marketing,55,5.843279749472046,False,1,17
346,50,87442,12,Sales,58,0.4469498359705104,False,2,13
347,65,115990,13,HR,55,7.968859076038882,True,3,4
348,29,136917,7,Marketing,34,6.0512443135576435,False,5,14
349,68,133903,23,Engineering,35,8.871500355009214,True,3,8
350,39,33650,17,Marketing,45,4.176530987650784,False,2,15
351,39,75117,34,Marketing,31,4.902017808375475,False,1,3
352,63,121244,24,Sales,34,4.055507696354102,True,2,17
353,47,138198,16,HR,44,7.224545295090177,True,2,15
354,55,82772,31,Sales,30,7.521308558615672,False,5,1
355,55,33190,23,Sales,48,7.232423940479093,True,2,5
356,62,78113,6,HR,32,2.9159929985433752,False,5,8
357,68,38789,12,Sales,48,6.360315370431531,False,5,9
358,25,62125,26,HR,44,3.385281661438441,True,3,2
359,44,128695,4,Engineering,32,8.342004118643839,False,1,5
360,44,47459,35,HR,37,0.5511616229127247,False,5,4
361,51,65418,25,Support,44,0.3772075269244257,False,4,12
362,38,141904,30,HR,30,1.017084245425931,False,3,19
363,47,77085,9,HR,35,2.023631944631897,False,5,2
364,50,48768,25,Support,51,0.37635359084933984,False,5,16
365,45,79961,21,HR,46,0.7161668921134701,False,3,2
366,64,111099,11,Marketing,45,3.060564927346473,True,2,10
367,50,57885,31,Sales,42,0.9979068178525574,True,5,10
368,22,117421,26,Sales,30,8.02073776674791,False,1,17
369,65,91082,32,Engineering,32,0.538673889606307,False,5,12
370,36,36895,19,Engineering,53,9.07929446885436,True,3,7
371,21,80311,38,Support,35,8.70839543940974,False,4,9
372,52,119494,39,Marketing,49,2.0838436588064004,True,3,14
373,66,97067,12,Engineering,50,0.7152705276920712,True,3,18
374,34,101017,13,Sales,55,1.055350451557231,True,1,10
375,61,53932,39,Engineering,59,5.590882366642932,False,2,16
376,45,51360,21,Engineering,32,6.009157399848783,False,1,1
377,47,84847,17,HR,44,3.155827860758025,True,1,9
378,46,139178,28,Engineering,59,2.968336682968007,True,5,13
379,63,120365,15,Support,44,5.315012684863851,False,4,16
380,23,115468,34,Sales,40,3.0562804406718937,False,3,16
381,52,68931,33,Support,56,9.343194945886172,True,1,2
382,58,85823,2,Support,51,3.826317789030896,True,1,9
383,54,68032,3,Marketing,35,2.1981374877452984,True,2,13
384,41,145919,4,HR,35,1.4596484653697939,False,2,8
385,46,111426,9,Support,38,6.317081933927544,False,4,11
386,66,48807,28,Marketing,43,3.2666161596461585,True,3,17
387,63,41767,31,Sales,55,1.887948325847747,False,1,11
388,48,38071,30,Sales,58,2.758155246349933,False,5,11
389,52,83413,1,Marketing,40,3.0788157306045303,True,2,16
390,50,56149,11,Support,53,6.258334709604587,False,1,7
391,69,45540,26,Support,35,1.7468150025503049,False,5,1
392,38,131212,4,HR,47,7.328037651157224,True,1,15
393,49,100248,36,HR,49,3.048822680793201,True,4,18
394,40,121737,26,Sales,44,4.883095906317801,False,4,14
395,50,140494,22,HR,51,6.548390098671014,False,5,13
396,20,148571,32,Marketing,38,5.436201071947697,True,2,2
397,35,115435,3,Sales,40,6.622335419549723,False,4,11
398,42,49787,20,Support,31,3.2259550383501256,True,2,19
399,59,50982,23,Sales,35,9.634499192650003,True,5,6
400,48,149696,30,Engineering,55,4.589897216089343,True,5,17
401,20,52606,23,Sales,56,3.219336097983846,False,1,1
402,57,40150,9,HR,55,2.963939612376061,True,5,5
403,63,115929,1,Marketing,55,0.4269496965664821,False,1,1
404,41,147423,30,Support,52,6.848058690224149,True,2,13
405,67,132795,24,Support,43,2.625152771439705,True,1,1
406,49,142223,3,HR,43,9.589302063225768,False,2,12
407,64,76936,10,HR,53,2.104447453767917,True,4,9
408,39,123286,16,HR,42,5.2949119368537065,True,2,13
409,40,38593,1,Engineering,54,7.354706998344243,False,3,10
410,19,47358,5,Marketing,34,8.701152948210073,False,1,16
411,44,112143,8,Engineering,38,1.5646089282222642,True,4,6
412,59,67381,4,HR,54,9.854015404970331,True,2,8
413,19,120347,19,Marketing,58,9.067489853176818,False,5,7
414,43,58074,28,HR,40,9.628497662275322,True,1,13
415,34,50595,20,Marketing,36,8.526707595416397,True,2,17
416,57,74194,8,Support,31,8.776692280335647,True,4,12
417,50,79377,27,Engineering,53,5.9882891591316305,False,5,11
418,26,56853,7,HR,41,8.453100631173823,False,1,6
419,60,103719,30,HR,34,5.340133578632971,False,4,15
420,65,50661,19,Sales,58,5.382171706131649,False,5,5
421,56,80493,26,Support,56,5.625800919009926,True,3,16
422,46,148724,7,HR,53,9.963179249030535,False,5,11
423,59,136705,20,Engineering,31,1.043948401376229,False,1,10
424,43,66495,27,Support,43,8.056099784958198,False,3,8
425,52,43703,22,HR,36,2.733125231221676,False,2,5
426,67,83080,5,Engineering,34,3.612270825977423,True,3,10
427,42,60815,2,Sales,33,0.80533257306028,False,3,10
428,41,59565,4,Sales,39,3.515737813840696,False,3,1
429,30,93321,8,Engineering,58,9.907626971367083,True,5,13
430,24,147491,6,Support,45,3.9706926182803546,True,3,18
431,53,88453,3,Engineering,35,6.696879199722466,False,3,5
432,62,118478,38,Engineering,50,1.2071318816153787,False,2,16
433,37,138522,4,Sales,35,9.224972097486772,False,3,6
434,18,63161,10,Sales,38,8.277453799467988,True,5,10
435,25,85991,14,Sales,30,3.8629430419694657,False,4,7
436,63,144296,33,HR,58,3.4846333267276552,True,4,16
437,33,137339,12,HR,45,4.322670035135113,True,5,1
438,31,39716,6,Marketing,56,4.012581828544986,True,5,7
439,29,137099,39,HR,46,2.5805080474789133,True,3,12
440,68,63349,5,Support,42,9.908462741660127,False,5,15
441,40,77098,38,Support,35,8.105464557047389,True,3,2
442,32,138435,29,Sales,31,2.6792325950755016,False,1,18
443,45,30132,21,Engineering,37,9.817248010269289,True,2,4
444,51,81990,24,Sales,52,0.15530138046879305,False,2,13
445,19,143288,27,Engineering,51,4.378976367294173,False,2,9
446,49,98921,19,Sales,33,5.6948519706121745,False,1,4
447,40,66538,38,Sales,38,0.3758662211164465,True,2,9
448,39,130572,2,Support,52,1.610371907038014,True,3,1
449,68,129279,4,Engineering,36,2.581310821852969,False,4,8
450,42,135909,0,Marketing,50,7.20227057706293,True,2,1
451,39,37213,14,Marketing,30,9.397435288652753,False,2,16
452,39,74223,25,Sales,43,6.245350868679315,True,3,15
453,66,121655,2,Sales,59,5.62661591010292,True,3,15
454,69,98371,39,Support,31,5.367591199757971,True,2,5
455,59,98274,33,Engineering,37,3.5070364981100166,False,5,19
456,23,137853,4,Sales,40,8.277143461371972,False,1,11
457,32,34134,30,Marketing,34,5.4076743823625915,True,4,19
458,60,121428,12,Engineering,47,2.301031793237227,False,4,3
459,54,69601,0,Sales,41,1.3683120816407812,True,1,4
460,50,103889,21,Engineering,50,9.85512514861869,False,2,16
461,25,45690,14,Support,53,0.1747321502200183,False,2,12
462,61,31909,25,Marketing,49,9.33440029989805,False,2,7
463,61,121239,17,Engineering,48,2.1830330118031096,True,2,1
464,22,110032,8,Marketing,34,6.575495326816476,False,2,11
465,56,42062,0,Sales,58,3.0153252559813124,True,4,15
466,21,105386,8,HR,36,8.598104118798156,True,2,19
467,23,123237,22,Engineering,31,5.434453221816085,True,3,15
468,62,64731,1,Marketing,46,1.410577559817291,False,5,9
469,49,35153,13,Engineering,42,2.6983500044910045,False,2,13
470,69,40481,37,Sales,40,3.203185735697595,True,3,18
471,47,129270,39,Sales,34,8.859223643900975,False,4,17
472,64,96425,17,Marketing,42,7.667384187060192,True,3,5
473,52,93600,15,Support,58,8.295873126108672,True,1,16
